//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM8901_B0C_T_U_CB_SN002
//Part Number (Chip ID): AM8901 B0C
//Chip Model: Chiarlo 8901 EDGE PAM
//DUT Test GUI Version Number: Rev. A1.00.287
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 02-03-2010 13:50:43
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\XS\PAM\AM8901 Spec Test\GSM\AM8901_B0C_Reg27_X3_Quadband_Nominal_LB.script
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************																																																	
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
8	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	57.881813	57.876472	34.979402	0.959402	1.55656	3.493271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.660v_ramp.txt	2/3/2010	13:54:25	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
9	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	57.30097	57.295492	34.865272	0.875272	1.53149	3.493422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.640v_ramp.txt	2/3/2010	13:54:36	No comments(this is a filler only).
9	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	56.942503	56.937067	34.851646	0.901646	1.53626	3.493521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.640v_ramp.txt	2/3/2010	13:54:39	No comments(this is a filler only).
9	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	57.754362	57.748936	34.901663	0.881663	1.53219	3.493566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.640v_ramp.txt	2/3/2010	13:54:41	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
10	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	57.192239	57.186673	34.787553	0.797553	1.50711	3.4936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.620v_ramp.txt	2/3/2010	13:54:52	No comments(this is a filler only).
10	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	56.862444	56.856917	34.773399	0.823399	1.51099	3.493436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.620v_ramp.txt	2/3/2010	13:54:55	No comments(this is a filler only).
10	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	57.77573	57.770205	34.824366	0.804366	1.50459	3.493599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.620v_ramp.txt	2/3/2010	13:54:57	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
11	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	56.962003	56.956358	34.708914	0.718914	1.48599	3.493738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.600v_ramp.txt	2/3/2010	13:55:08	No comments(this is a filler only).
11	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	56.630901	56.625296	34.694939	0.744939	1.48991	3.493658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.600v_ramp.txt	2/3/2010	13:55:10	No comments(this is a filler only).
11	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	57.595229	57.589629	34.751767	0.731767	1.48421	3.493774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.600v_ramp.txt	2/3/2010	13:55:13	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
12	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	56.868647	56.86291	34.632336	0.642336	1.46246	3.493628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.580v_ramp.txt	2/3/2010	13:55:24	No comments(this is a filler only).
12	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	56.489145	56.483456	34.619221	0.669221	1.46782	3.493689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.580v_ramp.txt	2/3/2010	13:55:26	No comments(this is a filler only).
12	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	57.425099	57.419418	34.676928	0.656928	1.46319	3.493738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.580v_ramp.txt	2/3/2010	13:55:29	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
13	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	56.394811	56.388959	34.508823	0.518823	1.43325	3.493986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.560v_ramp.txt	2/3/2010	13:55:40	No comments(this is a filler only).
13	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	56.175664	56.169852	34.502327	0.552327	1.43676	3.493817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.560v_ramp.txt	2/3/2010	13:55:42	No comments(this is a filler only).
13	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	57.129696	57.123896	34.56436	0.54436	1.43311	3.493772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.560v_ramp.txt	2/3/2010	13:55:44	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
14	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	55.81482	55.808862	34.385896	0.395896	1.40776	3.493908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.540v_ramp.txt	2/3/2010	13:55:56	No comments(this is a filler only).
14	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	55.514956	55.509043	34.376216	0.426216	1.41218	3.493989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.540v_ramp.txt	2/3/2010	13:55:58	No comments(this is a filler only).
14	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	56.45093	56.445037	34.443541	0.423541	1.4105	3.493896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.540v_ramp.txt	2/3/2010	13:56:00	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
15	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	55.476214	55.470162	34.291776	0.301776	1.386	3.493877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.520v_ramp.txt	2/3/2010	13:56:12	No comments(this is a filler only).
15	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	55.152102	55.146096	34.280256	0.330256	1.39047	3.493831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.520v_ramp.txt	2/3/2010	13:56:14	No comments(this is a filler only).
15	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	56.172218	56.16623	34.352341	0.332341	1.388	3.494002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.520v_ramp.txt	2/3/2010	13:56:16	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
16	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	55.03718	55.031018	34.179308	0.189308	1.36125	3.494111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.500v_ramp.txt	2/3/2010	13:56:28	No comments(this is a filler only).
16	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	54.775684	54.769564	34.168332	0.218332	1.3644	3.493845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.500v_ramp.txt	2/3/2010	13:56:30	No comments(this is a filler only).
16	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	55.7616	55.755503	34.242235	0.222235	1.3632	3.494047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.500v_ramp.txt	2/3/2010	13:56:32	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
17	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	54.621209	54.614937	34.069731	0.079731	1.3374	3.494222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.480v_ramp.txt	2/3/2010	13:56:44	No comments(this is a filler only).
17	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	54.315286	54.309061	34.058121	0.108121	1.34139	3.494097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.480v_ramp.txt	2/3/2010	13:56:46	No comments(this is a filler only).
17	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	55.34391	55.337705	34.133616	0.113616	1.33952	3.494158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.480v_ramp.txt	2/3/2010	13:56:48	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
18	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	54.128163	54.121764	33.9428	-0.0472	1.31071	3.494219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	13:57:00	No comments(this is a filler only).
18	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	53.820316	53.813963	33.929924	-0.020076	1.31431	3.494205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	13:57:02	No comments(this is a filler only).
18	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	54.873628	54.867299	34.010485	-0.009515	1.3132	3.49425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	13:57:04	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
19	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	53.607517	53.600983	33.810391	-0.179609	1.28367	3.494299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.440v_ramp.txt	2/3/2010	13:57:16	No comments(this is a filler only).
